item_id,path,has_obj,has_mtl,has_pcd,has_keypoints,has_border,textures,all_files,category,source_format,converted_to,metadata_notes,analysis_success,status
DLG_Dress095,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress095.glb,True,True,True,True,True,"['Dress095_diffuse_1001.png', 'Dress095_displacement_1001.png', 'Dress095_metallicroughness_1001.png', 'Dress095_metalness_1001.png', 'Dress095_normal_1001.png', 'Dress095_opacity_1001.png', 'Dress095_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress095.obj', 'DLG_Dress095.pcd', 'Dress095.mtl', 'Dress095_diffuse_1001.png', 'Dress095_displacement_1001.png', 'Dress095_metallicroughness_1001.png', 'Dress095_metalness_1001.png', 'Dress095_normal_1001.png', 'Dress095_opacity_1001.png', 'Dress095_roughness_1001.png', 'kp_DLG_Dress095.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress097,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress097.glb,True,True,True,True,True,"['Dress097_diffuse_1001.png', 'Dress097_displacement_1001.png', 'Dress097_metallicroughness_1001.png', 'Dress097_metalness_1001.png', 'Dress097_normal_1001.png', 'Dress097_opacity_1001.png', 'Dress097_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress097.obj', 'DLG_Dress097.pcd', 'Dress097.mtl', 'Dress097_diffuse_1001.png', 'Dress097_displacement_1001.png', 'Dress097_metallicroughness_1001.png', 'Dress097_metalness_1001.png', 'Dress097_normal_1001.png', 'Dress097_opacity_1001.png', 'Dress097_roughness_1001.png', 'kp_DLG_Dress097.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress098,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress098.glb,True,True,True,True,True,"['Dress098_diffuse_1001.png', 'Dress098_displacement_1001.png', 'Dress098_metallicroughness_1001.png', 'Dress098_metalness_1001.png', 'Dress098_normal_1001.png', 'Dress098_opacity_1001.png', 'Dress098_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress098.obj', 'DLG_Dress098.pcd', 'Dress098.mtl', 'Dress098_diffuse_1001.png', 'Dress098_displacement_1001.png', 'Dress098_metallicroughness_1001.png', 'Dress098_metalness_1001.png', 'Dress098_normal_1001.png', 'Dress098_opacity_1001.png', 'Dress098_roughness_1001.png', 'kp_DLG_Dress098.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress099,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress099.glb,True,True,True,True,True,"['Dress099_diffuse_1001.png', 'Dress099_displacement_1001.png', 'Dress099_metallicroughness_1001.png', 'Dress099_metalness_1001.png', 'Dress099_normal_1001.png', 'Dress099_opacity_1001.png', 'Dress099_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress099.obj', 'DLG_Dress099.pcd', 'Dress099.mtl', 'Dress099_diffuse_1001.png', 'Dress099_displacement_1001.png', 'Dress099_metallicroughness_1001.png', 'Dress099_metalness_1001.png', 'Dress099_normal_1001.png', 'Dress099_opacity_1001.png', 'Dress099_roughness_1001.png', 'kp_DLG_Dress099.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress100,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress100.glb,True,True,True,True,True,"['Dress100_diffuse_1001.png', 'Dress100_displacement_1001.png', 'Dress100_metallicroughness_1001.png', 'Dress100_metalness_1001.png', 'Dress100_normal_1001.png', 'Dress100_opacity_1001.png', 'Dress100_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress100.obj', 'DLG_Dress100.pcd', 'Dress100.mtl', 'Dress100_diffuse_1001.png', 'Dress100_displacement_1001.png', 'Dress100_metallicroughness_1001.png', 'Dress100_metalness_1001.png', 'Dress100_normal_1001.png', 'Dress100_opacity_1001.png', 'Dress100_roughness_1001.png', 'kp_DLG_Dress100.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress101,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress101.glb,True,True,True,True,True,"['Dress101_diffuse_1001.png', 'Dress101_displacement_1001.png', 'Dress101_metallicroughness_1001.png', 'Dress101_metalness_1001.png', 'Dress101_normal_1001.png', 'Dress101_opacity_1001.png', 'Dress101_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress101.obj', 'DLG_Dress101.pcd', 'Dress101.mtl', 'Dress101_diffuse_1001.png', 'Dress101_displacement_1001.png', 'Dress101_metallicroughness_1001.png', 'Dress101_metalness_1001.png', 'Dress101_normal_1001.png', 'Dress101_opacity_1001.png', 'Dress101_roughness_1001.png', 'kp_DLG_Dress101.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress105,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress105.glb,True,True,True,True,True,"['Dress105_diffuse_1001.png', 'Dress105_displacement_1001.png', 'Dress105_metallicroughness_1001.png', 'Dress105_metalness_1001.png', 'Dress105_normal_1001.png', 'Dress105_opacity_1001.png', 'Dress105_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress105.obj', 'DLG_Dress105.pcd', 'Dress105.mtl', 'Dress105_diffuse_1001.png', 'Dress105_displacement_1001.png', 'Dress105_metallicroughness_1001.png', 'Dress105_metalness_1001.png', 'Dress105_normal_1001.png', 'Dress105_opacity_1001.png', 'Dress105_roughness_1001.png', 'kp_DLG_Dress105.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress108,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress108.glb,True,True,True,True,True,"['Dress108_diffuse_1001.png', 'Dress108_displacement_1001.png', 'Dress108_metallicroughness_1001.png', 'Dress108_metalness_1001.png', 'Dress108_normal_1001.png', 'Dress108_opacity_1001.png', 'Dress108_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress108.obj', 'DLG_Dress108.pcd', 'Dress108.mtl', 'Dress108_diffuse_1001.png', 'Dress108_displacement_1001.png', 'Dress108_metallicroughness_1001.png', 'Dress108_metalness_1001.png', 'Dress108_normal_1001.png', 'Dress108_opacity_1001.png', 'Dress108_roughness_1001.png', 'kp_DLG_Dress108.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress118,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress118.glb,True,True,True,True,True,"['Dress118_diffuse_1001.png', 'Dress118_displacement_1001.png', 'Dress118_metallicroughness_1001.png', 'Dress118_metalness_1001.png', 'Dress118_normal_1001.png', 'Dress118_opacity_1001.png', 'Dress118_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress118.obj', 'DLG_Dress118.pcd', 'Dress118.mtl', 'Dress118_diffuse_1001.png', 'Dress118_displacement_1001.png', 'Dress118_metallicroughness_1001.png', 'Dress118_metalness_1001.png', 'Dress118_normal_1001.png', 'Dress118_opacity_1001.png', 'Dress118_roughness_1001.png', 'kp_DLG_Dress118.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress127,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress127.glb,True,True,True,True,True,"['Dress127_diffuse_1001.png', 'Dress127_displacement_1001.png', 'Dress127_metallicroughness_1001.png', 'Dress127_metalness_1001.png', 'Dress127_normal_1001.png', 'Dress127_opacity_1001.png', 'Dress127_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress127.obj', 'DLG_Dress127.pcd', 'Dress127.mtl', 'Dress127_diffuse_1001.png', 'Dress127_displacement_1001.png', 'Dress127_metallicroughness_1001.png', 'Dress127_metalness_1001.png', 'Dress127_normal_1001.png', 'Dress127_opacity_1001.png', 'Dress127_roughness_1001.png', 'kp_DLG_Dress127.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress133,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress133.glb,True,True,True,True,True,"['Dress133_diffuse_1001.png', 'Dress133_displacement_1001.png', 'Dress133_metallicroughness_1001.png', 'Dress133_metalness_1001.png', 'Dress133_normal_1001.png', 'Dress133_opacity_1001.png', 'Dress133_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress133.obj', 'DLG_Dress133.pcd', 'Dress133.mtl', 'Dress133_diffuse_1001.png', 'Dress133_displacement_1001.png', 'Dress133_metallicroughness_1001.png', 'Dress133_metalness_1001.png', 'Dress133_normal_1001.png', 'Dress133_opacity_1001.png', 'Dress133_roughness_1001.png', 'kp_DLG_Dress133.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress165,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress165.glb,True,True,True,True,True,"['Dress165_diffuse_1001.png', 'Dress165_displacement_1001.png', 'Dress165_metallicroughness_1001.png', 'Dress165_metalness_1001.png', 'Dress165_normal_1001.png', 'Dress165_opacity_1001.png', 'Dress165_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress165.obj', 'DLG_Dress165.pcd', 'Dress165.mtl', 'Dress165_diffuse_1001.png', 'Dress165_displacement_1001.png', 'Dress165_metallicroughness_1001.png', 'Dress165_metalness_1001.png', 'Dress165_normal_1001.png', 'Dress165_opacity_1001.png', 'Dress165_roughness_1001.png', 'kp_DLG_Dress165.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress196,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress196.glb,True,True,True,True,True,"['Dress196_diffuse_1001.png', 'Dress196_displacement_1001.png', 'Dress196_metallicroughness_1001.png', 'Dress196_metalness_1001.png', 'Dress196_normal_1001.png', 'Dress196_opacity_1001.png', 'Dress196_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress196.obj', 'DLG_Dress196.pcd', 'Dress196.mtl', 'Dress196_diffuse_1001.png', 'Dress196_displacement_1001.png', 'Dress196_metallicroughness_1001.png', 'Dress196_metalness_1001.png', 'Dress196_normal_1001.png', 'Dress196_opacity_1001.png', 'Dress196_roughness_1001.png', 'kp_DLG_Dress196.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress197,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress197.glb,True,True,True,True,True,"['Dress197_diffuse_1001.png', 'Dress197_displacement_1001.png', 'Dress197_metallicroughness_1001.png', 'Dress197_metalness_1001.png', 'Dress197_normal_1001.png', 'Dress197_opacity_1001.png', 'Dress197_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress197.obj', 'DLG_Dress197.pcd', 'Dress197.mtl', 'Dress197_diffuse_1001.png', 'Dress197_displacement_1001.png', 'Dress197_metallicroughness_1001.png', 'Dress197_metalness_1001.png', 'Dress197_normal_1001.png', 'Dress197_opacity_1001.png', 'Dress197_roughness_1001.png', 'kp_DLG_Dress197.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress198,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress198.glb,True,True,True,True,True,"['Dress198_diffuse_1001.png', 'Dress198_displacement_1001.png', 'Dress198_metallicroughness_1001.png', 'Dress198_metalness_1001.png', 'Dress198_normal_1001.png', 'Dress198_opacity_1001.png', 'Dress198_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress198.obj', 'DLG_Dress198.pcd', 'Dress198.mtl', 'Dress198_diffuse_1001.png', 'Dress198_displacement_1001.png', 'Dress198_metallicroughness_1001.png', 'Dress198_metalness_1001.png', 'Dress198_normal_1001.png', 'Dress198_opacity_1001.png', 'Dress198_roughness_1001.png', 'kp_DLG_Dress198.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress212,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress212.glb,True,True,True,True,True,"['Dress212_diffuse_1001.png', 'Dress212_displacement_1001.png', 'Dress212_metallicroughness_1001.png', 'Dress212_metalness_1001.png', 'Dress212_normal_1001.png', 'Dress212_opacity_1001.png', 'Dress212_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress212.obj', 'DLG_Dress212.pcd', 'Dress212.mtl', 'Dress212_diffuse_1001.png', 'Dress212_displacement_1001.png', 'Dress212_metallicroughness_1001.png', 'Dress212_metalness_1001.png', 'Dress212_normal_1001.png', 'Dress212_opacity_1001.png', 'Dress212_roughness_1001.png', 'kp_DLG_Dress212.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress269,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress269.glb,True,True,True,True,True,"['Dress269_diffuse_1001.png', 'Dress269_displacement_1001.png', 'Dress269_metallicroughness_1001.png', 'Dress269_metalness_1001.png', 'Dress269_normal_1001.png', 'Dress269_opacity_1001.png', 'Dress269_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress269.obj', 'DLG_Dress269.pcd', 'Dress269.mtl', 'Dress269_diffuse_1001.png', 'Dress269_displacement_1001.png', 'Dress269_metallicroughness_1001.png', 'Dress269_metalness_1001.png', 'Dress269_normal_1001.png', 'Dress269_opacity_1001.png', 'Dress269_roughness_1001.png', 'kp_DLG_Dress269.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress309,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress309.glb,True,True,True,True,True,"['Dress309_diffuse_1001.png', 'Dress309_displacement_1001.png', 'Dress309_metallicroughness_1001.png', 'Dress309_metalness_1001.png', 'Dress309_normal_1001.png', 'Dress309_opacity_1001.png', 'Dress309_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress309.obj', 'DLG_Dress309.pcd', 'Dress309.mtl', 'Dress309_diffuse_1001.png', 'Dress309_displacement_1001.png', 'Dress309_metallicroughness_1001.png', 'Dress309_metalness_1001.png', 'Dress309_normal_1001.png', 'Dress309_opacity_1001.png', 'Dress309_roughness_1001.png', 'kp_DLG_Dress309.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress312,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress312.glb,True,True,True,True,True,"['Dress312_diffuse_1001.png', 'Dress312_displacement_1001.png', 'Dress312_metallicroughness_1001.png', 'Dress312_metalness_1001.png', 'Dress312_normal_1001.png', 'Dress312_opacity_1001.png', 'Dress312_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress312.obj', 'DLG_Dress312.pcd', 'Dress312.mtl', 'Dress312_diffuse_1001.png', 'Dress312_displacement_1001.png', 'Dress312_metallicroughness_1001.png', 'Dress312_metalness_1001.png', 'Dress312_normal_1001.png', 'Dress312_opacity_1001.png', 'Dress312_roughness_1001.png', 'kp_DLG_Dress312.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress315,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress315.glb,True,True,True,True,True,"['Dress315_diffuse_1001.png', 'Dress315_displacement_1001.png', 'Dress315_metallicroughness_1001.png', 'Dress315_metalness_1001.png', 'Dress315_normal_1001.png', 'Dress315_opacity_1001.png', 'Dress315_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress315.obj', 'DLG_Dress315.pcd', 'Dress315.mtl', 'Dress315_diffuse_1001.png', 'Dress315_displacement_1001.png', 'Dress315_metallicroughness_1001.png', 'Dress315_metalness_1001.png', 'Dress315_normal_1001.png', 'Dress315_opacity_1001.png', 'Dress315_roughness_1001.png', 'kp_DLG_Dress315.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress319,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress319.glb,True,True,True,True,True,"['Dress319_diffuse_1001.png', 'Dress319_displacement_1001.png', 'Dress319_metallicroughness_1001.png', 'Dress319_metalness_1001.png', 'Dress319_normal_1001.png', 'Dress319_opacity_1001.png', 'Dress319_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress319.obj', 'DLG_Dress319.pcd', 'Dress319.mtl', 'Dress319_diffuse_1001.png', 'Dress319_displacement_1001.png', 'Dress319_metallicroughness_1001.png', 'Dress319_metalness_1001.png', 'Dress319_normal_1001.png', 'Dress319_opacity_1001.png', 'Dress319_roughness_1001.png', 'kp_DLG_Dress319.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress365,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress365.glb,True,True,True,True,True,"['Dress365_diffuse_1001.png', 'Dress365_displacement_1001.png', 'Dress365_metallicroughness_1001.png', 'Dress365_metalness_1001.png', 'Dress365_normal_1001.png', 'Dress365_opacity_1001.png', 'Dress365_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress365.obj', 'DLG_Dress365.pcd', 'Dress365.mtl', 'Dress365_diffuse_1001.png', 'Dress365_displacement_1001.png', 'Dress365_metallicroughness_1001.png', 'Dress365_metalness_1001.png', 'Dress365_normal_1001.png', 'Dress365_opacity_1001.png', 'Dress365_roughness_1001.png', 'kp_DLG_Dress365.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress368,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress368.glb,True,True,True,True,True,"['Dress368_diffuse_1001.png', 'Dress368_displacement_1001.png', 'Dress368_metallicroughness_1001.png', 'Dress368_metalness_1001.png', 'Dress368_normal_1001.png', 'Dress368_opacity_1001.png', 'Dress368_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress368.obj', 'DLG_Dress368.pcd', 'Dress368.mtl', 'Dress368_diffuse_1001.png', 'Dress368_displacement_1001.png', 'Dress368_metallicroughness_1001.png', 'Dress368_metalness_1001.png', 'Dress368_normal_1001.png', 'Dress368_opacity_1001.png', 'Dress368_roughness_1001.png', 'kp_DLG_Dress368.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress369,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress369.glb,True,True,True,True,True,"['Dress369_diffuse_1001.png', 'Dress369_displacement_1001.png', 'Dress369_metallicroughness_1001.png', 'Dress369_metalness_1001.png', 'Dress369_normal_1001.png', 'Dress369_opacity_1001.png', 'Dress369_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress369.obj', 'DLG_Dress369.pcd', 'Dress369.mtl', 'Dress369_diffuse_1001.png', 'Dress369_displacement_1001.png', 'Dress369_metallicroughness_1001.png', 'Dress369_metalness_1001.png', 'Dress369_normal_1001.png', 'Dress369_opacity_1001.png', 'Dress369_roughness_1001.png', 'kp_DLG_Dress369.pcd']",Long_Gallus,obj,glb,,False,OK
DLG_Dress376,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DLG_Dress376.glb,True,True,True,True,True,"['Dress376_diffuse_1001.png', 'Dress376_displacement_1001.png', 'Dress376_metallicroughness_1001.png', 'Dress376_metalness_1001.png', 'Dress376_normal_1001.png', 'Dress376_opacity_1001.png', 'Dress376_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'DLG_Dress376.obj', 'DLG_Dress376.pcd', 'Dress376.mtl', 'Dress376_diffuse_1001.png', 'Dress376_displacement_1001.png', 'Dress376_metallicroughness_1001.png', 'Dress376_metalness_1001.png', 'Dress376_normal_1001.png', 'Dress376_opacity_1001.png', 'Dress376_roughness_1001.png', 'kp_DLG_Dress376.pcd']",Long_Gallus,obj,glb,,False,OK
